-0.012538895	0.040462155	0.18748572	-0.1788029	-0.0017425965	-0.323158	-0.050786316	0.00044787477	0.69126934	-0.10504665	0.26446408	0.104489066	0.36719602	-0.22620638	0.314798	0.11312996
-0.27270687	0.29304036	0.09146971	0.16650338	-0.049978025	-0.4896014	0.016199093	0.14287849	0.3664212	0.17599139	0.13359153	-0.13015541	0.35105643	0.04703263	0.30778274	0.022163374
0.033746894	-0.03717259	0.24438407	0.29141033	0.3149073	0.07941521	-0.045232926	-0.26823407	0.4418727	0.16755818	-0.13425553	-0.13712433	-0.2228129	0.201254	-0.21587922	0.120835796
-0.009000784	-0.014863194	-0.054806694	-0.0021923897	-0.055711452	0.004860691	-0.009977504	-0.023130978	0.048265863	0.09321488	0.16815545	0.035646856	0.03297799	0.059783597	-0.08261451	-0.08904282
0.06142861	-0.084465265	-0.08093923	0.21784618	-0.06297621	0.08256065	0.25878185	-0.018590013	-0.023460688	0.09752737	-0.190097	-0.39679763	0.017645866	0.26153237	-0.28604707	-0.18234864
0.32239613	-0.4019294	0.6738754	0.46900794	0.8010231	0.499336	0.08086153	-0.7681664	0.78548974	-0.02733211	-0.43762892	-0.19011107	-0.5028664	0.2575906	-0.41260985	0.5633957
-0.001331696	-0.061476994	0.067659624	-0.009461989	0.060059626	-0.06468644	0.0067172837	-0.04469833	0.23152605	-0.09535631	0.027793992	-0.031521294	0.08603446	-0.054343905	0.066379845	0.07236755
0.41043776	-0.44361314	-0.037574206	-0.27658135	-0.004407107	0.4727553	0.09392544	-0.23440363	0.07648877	-0.2348608	-0.028017642	0.026705168	-0.121907234	-0.19809523	-0.36542183	0.06630949
0.106858775	-0.15638539	0.02202549	-0.12796235	0.0092480015	0.12154441	-0.02688572	-0.08272425	0.1963041	-0.08931736	0.060446065	0.045055795	0.0088406475	-0.05034387	-0.039656986	0.08113596
-0.16530338	0.114415094	0.22190703	-0.24952331	0.14725302	-0.21240282	-0.406813	-0.21388002	0.47297323	-0.13637073	0.51110566	0.47414315	-0.08244001	-0.41241607	0.51633877	0.31775156
-0.13062765	0.10483303	0.14497408	-0.09889618	0.1323986	-0.120023966	-0.21236832	-0.12404559	0.31894663	-0.042941134	0.19469799	0.22981098	-0.027833013	-0.12507747	0.19933446	0.15521769
0.12905557	-0.06112849	0.04023653	-0.15953857	-0.122313365	0.005017158	0.1539681	0.0990057	0.07059452	-0.051773757	0.04752554	-0.09730629	0.20248857	-0.104800545	0.022227323	-0.0029239724
0.09869022	-0.14076918	-0.3518624	-0.15273762	-0.25356838	0.16586536	0.19576244	0.13780034	-0.29322574	0.010105658	0.18266137	-0.12751104	0.025183173	0.03191149	-0.458033	-0.3240498
-0.14437526	0.24632743	-0.073965155	0.0791	-0.07411629	-0.23224132	-0.10759101	0.14025727	0.010528423	0.099960394	0.23220904	-0.012775857	0.08562582	0.0806875	0.16612278	-0.059294812
-0.21509267	0.2611297	-0.16562006	0.19564927	-0.22308186	-0.25413704	0.23682855	0.2625411	-0.07892029	0.14959736	0.11530242	-0.35083407	0.2618966	0.21127255	0.021696417	-0.2697241
-0.122353494	0.122923896	-0.14838192	0.016827816	-0.2551935	-0.13830264	0.19440006	0.18313622	-0.03319066	0.05975373	0.08498779	-0.17471536	0.268187	0.1185077	-0.054526377	-0.22724228
